"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","Status","cell_type","group","segmentation","platform"
-0.657235432254518,9.25785317580242,-2.39658917023911,0.0396509566076139,0.180035502262757,-4.28339447530179,"Aicda","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.462513887774815,13.5276703847812,2.50429683517253,0.0331852263094327,0.177638564362258,-4.38237957282572,"Trp53","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-1.04734182543327,7.10873298568607,-2.03637189650352,0.0716221233004931,0.217253774011496,-4.43438778110232,"Ctcfl","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.448354867290945,10.5050074185736,-2.54932523685782,0.0308040626973667,0.175470435564551,-4.47520905111884,"Prkab2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.934046131972167,14.1127022986762,2.38398600683867,0.0404848402416332,0.180035502262757,-4.48518395068144,"Cd83","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.636613982689846,14.2273350307193,2.36830423017221,0.0415466543683285,0.180035502262757,-4.48781176735195,"Cd40","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-1.69271730645266,8.49522959227308,-2.16462821767609,0.0580890782037254,0.203311773713039,-4.53556616240064,"Cd209b","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.71837871222777,12.0827841936128,2.44911597182709,0.0363549042619657,0.180035502262757,-4.58397182102281,"Cd274","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.954113489598511,12.7543440430607,2.30858840471817,0.0458473543813046,0.18551852452924,-4.7780395023724,"Bcl2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.341706251758938,14.1202490824439,2.13374195884817,0.0611026426262993,0.205395430631367,-4.88455437961889,"Prkar1a","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.314580285499764,10.8741880721324,2.29495127625464,0.0468892974084892,0.18551852452924,-4.91526191690943,"Hdac1","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.412474082553725,10.1440342094486,2.26817549876646,0.0490031083182383,0.18580345237332,-4.95044123852994,"Cd3d","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.540035038019377,11.697385347861,-2.18039528021124,0.0566067231705662,0.203311773713039,-5.03074383920469,"Ffar2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-1.01681177095882,8.46546481161128,-1.7685010322721,0.110162193225819,0.303780593440896,-5.11341868460277,"Pfn2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.481332313148654,12.2926247954939,2.10249558745602,0.0643048332931734,0.205395430631367,-5.12464281617118,"Trac","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.782222697349279,6.49222120737405,-1.3777819867602,0.200974513027505,0.419616374427631,-5.21566561714554,"Egfl7","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.350200229025472,10.6376222749253,-2.09163109066517,0.0654556866847213,0.205395430631367,-5.22163465823959,"Bad","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.877793806429668,14.2115347309242,1.78325704601982,0.107613452363699,0.303780593440896,-5.41666052942766,"H2-Q6","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-1.2611118725823,7.82698866825718,-1.43012986431846,0.185870657269003,0.415415535449829,-5.41965044512059,"Cox6a2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.311535695552449,9.6572161252499,-1.73626545727828,0.115924836386265,0.310269415033828,-5.48060472671209,"Nek2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
1.18296270709007,8.56201250051764,1.3485228627086,0.209864617333247,0.424392892829455,-5.57926500296259,"Ccl19","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.5677429632197,10.3139077758084,-1.80140694551015,0.104553321284761,0.303780593440896,-5.6117026576157,"Otub2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.427682507342369,7.27546791521329,-1.05207102402533,0.319711973783246,0.528977992986825,-5.70480976688259,"Gzma","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.275319034328998,11.4772231839892,-1.68827457247991,0.125017605780805,0.325045775030092,-5.78116771765419,"Rrm1","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.418246423196582,13.2702450020285,-1.55239443085587,0.154376740592574,0.369691668261165,-5.82800411913726,"Ep300","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.536872964605706,16.8380896106353,1.16250812588911,0.274402873797867,0.500912267432727,-5.84825502824839,"Cd19","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.375031049432321,11.4327957802188,1.61657772935494,0.139814226671774,0.353419295198094,-5.87761737651911,"Prmt5","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.368075074980803,11.1449485087112,-1.59698455058242,0.144123600222375,0.354466151898274,-5.93480110898383,"Bcl2l2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.303228636689758,9.17613418804655,1.27570919536677,0.23343883230669,0.442561119581433,-5.9646905186216,"Scn8a","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.187272509080342,5.61278528184741,0.253759056043469,0.805282520048156,0.861335350493654,-5.99353759437702,"Foxp3","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.265631082665374,14.3486240694485,1.30862259082156,0.222522170620718,0.431045829578777,-6.00160617752499,"Tcf3","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.404238933712627,13.8696359032097,1.37505833158679,0.201788310519172,0.419616374427631,-6.03696834341957,"Cd38","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.765505326936571,9.71482758841151,-1.30829691079602,0.222628065826401,0.431045829578777,-6.05804238668744,"Gpsm2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.436750947316122,12.4424713953135,1.42550237590791,0.187165241246626,0.415415535449829,-6.0882094847656,"Cd4","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.370075737070053,16.1363518380412,0.997433183431698,0.344156659426009,0.559254571567265,-6.10304412202574,"Cr2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.421517768129707,15.7621478695734,1.06565020545729,0.313847236096491,0.528890712681123,-6.10317142551828,"Cd72","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.831886724809601,8.38149517203612,-0.932302368248568,0.375085968507922,0.588496950590015,-6.10475822624963,"Mmp12","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.413248516993468,11.758511782689,1.43573384317049,0.184313257354689,0.415415535449829,-6.10577831464826,"B3gnt5","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.23362225373441,9.84102526494831,-1.37138125481057,0.202891433789184,0.419616374427631,-6.15713582525815,"Bbc3","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.410275265359401,9.39203667812918,-1.1462597501581,0.280731050978781,0.500912267432727,-6.17647726944321,"Pmaip1","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.369764415198489,9.76199811418066,-1.15641621057399,0.276761999397406,0.500912267432727,-6.29878167023374,"Ezh2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.139869752915796,7.61991432658815,-0.323332031684947,0.753698980968257,0.852300239272793,-6.30208640767992,"Ngp","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.374990995777502,8.67132635856227,-0.713119310389227,0.493527089134844,0.690937924788781,-6.31899051374045,"Rgs13","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.909127661566449,9.45180335729543,-0.883697309481439,0.399445294604809,0.616093589983688,-6.44360986099134,"Ankrd33b","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.201425563377848,12.433890640773,-1.12130377800388,0.290675499017526,0.505166800973416,-6.44757095619366,"Mdm2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.169959294207564,8.69564336569087,-0.525363982935591,0.611801283761717,0.752350227328599,-6.45765998359859,"Tnfsf11","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.19682404493909,12.1654701891551,-1.11257625534807,0.294218026940561,0.505166800973416,-6.46635432376085,"Pik3ca","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.228666598045855,15.309137142681,0.631471606980196,0.543157895361755,0.702091776461341,-6.50790281776691,"Mcl1","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.143645346053964,9.05937712625845,-0.616190698444564,0.552762371739082,0.702091776461341,-6.51923130090511,"Dnmt3b","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.0102133139905671,8.51133939053356,0.0395888875185336,0.969269819629899,0.973085330375427,-6.54226292833391,"Ncr1","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.0750636007943264,16.5833688934859,0.158389408611546,0.877584859509541,0.907502525174639,-6.55120041204153,"Cd22","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.205950694403336,8.96270813922936,-0.243134737984392,0.81325512926521,0.861335350493654,-6.6567358261955,"S100a9","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.256922568753472,10.2963264921485,0.935987449266711,0.373283722697834,0.588496950590015,-6.73094324141067,"Stx11","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.167096874100929,11.8915618225563,0.810577572973284,0.438147647621761,0.65559019447237,-6.76541279272837,"Bcr","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.238912242148851,13.4155859784768,-0.665849306486776,0.521910500930426,0.702091776461341,-6.76640317717274,"Hmox1","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.130686082851303,13.1834442407596,-0.619411156293824,0.550730132795023,0.702091776461341,-6.82371444046654,"Csf1r","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.103659660096399,10.6862568348266,-0.808174117291663,0.439461558932028,0.65559019447237,-6.85967861442821,"Tpx2","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.191715068759732,10.9719334983754,0.77601526278783,0.457295843260888,0.671192286076464,-6.86234106661636,"Cd3e","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.0925019081672431,9.53398289276655,-0.291210939598258,0.777372745710349,0.852300239272793,-6.88710119306785,"Serpinb6b","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.0957922252486156,13.5156555740564,0.433820808273634,0.674450700586154,0.797078100692727,-6.89344007624205,"Brd4","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.13689250894104,10.5223748455428,-0.761161581310923,0.465691936403732,0.672666130360946,-6.8964245554026,"Bcl2l1","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.112607043098709,9.94495165158447,-0.6017643161828,0.561918601944792,0.702091776461341,-6.9028792837274,"Tifa","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.11292680881529,11.2134763043336,-0.696206836744242,0.503570037590948,0.694316263951155,-6.90770779242933,"Akap12","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.236887959288943,10.5231290200733,0.739821501437315,0.477928696194935,0.679554864902173,-6.92070234175573,"Cd68","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.101720024314879,9.84535746083545,0.488257005753072,0.636836141250845,0.762527484918775,-6.94742609249933,"Bmi1","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.144061606129188,9.48887170412769,-0.306915246801106,0.765766381530285,0.852300239272793,-6.94853448332892,"Cd8a","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.287287777819284,11.3914680224017,0.599730242241635,0.563216480018438,0.702091776461341,-6.97948039600676,"Jchain","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.094562095432174,10.835834272055,0.615967641272455,0.55290328916201,0.702091776461341,-7.00063294742012,"Rheb","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.0560865409219033,12.8832114009334,-0.310885537330843,0.762841705648032,0.852300239272793,-7.01160215833366,"Bcl6","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.116826783604324,10.8163308920389,-0.511010924134742,0.621424474519612,0.753995029083796,-7.04982755239029,"Map3k14","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.0572262695379298,10.2353581218804,-0.409698098569925,0.691437231919312,0.806676770572531,-7.05954941677528,"Cdca8","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.0537356021419715,9.97157554231039,-0.225399626043652,0.826613935583757,0.864619174001401,-7.08007161125153,"Cd80","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.0066565730202246,11.9450721626962,0.0346711249331593,0.973085330375427,0.973085330375427,-7.11455835736158,"Lmo4","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
0.0404021350818571,10.31454977908,0.296109741772475,0.773745849387349,0.852300239272793,-7.12449728176321,"Cd86","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.0152966276444033,11.4784191880092,-0.0697241766240397,0.945910753445522,0.967167174871264,-7.13993294963476,"Bcl2l11","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-0.033284283443896,10.5241209004537,-0.24213140258933,0.814009232334661,0.861335350493654,-7.17131993069453,"Pola1","Not Significant","B cells","KOvsWT","Default","MERSCOPE"
-2.58511805510573,11.6190900592406,-8.69176921908192,1.00749687850562e-05,0.000916822159440118,3.92689243903698,"Cxcr3","Significant (Downregulated)","B cells","KOvsCTRL","Default","MERSCOPE"
-2.99843629937802,11.1643444297465,-5.95683456491584,0.000198570169568538,0.0090349427153685,0.995070827876223,"Tbx21","Significant (Downregulated)","B cells","KOvsCTRL","Default","MERSCOPE"
-1.28621516946723,11.3941826879952,-4.44617030862603,0.0015384984577049,0.0466677865503818,-1.45719187150879,"Bhlhe41","Significant (Downregulated)","B cells","KOvsCTRL","Default","MERSCOPE"
-0.462179548924579,10.6862568348266,-3.42969064678868,0.00731259160107959,0.166361458924561,-3.03785324417065,"Tpx2","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.906922211116042,9.25785317580242,-2.9979909890498,0.0147076948952014,0.267680047092665,-3.2604901926613,"Aicda","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.333326476598076,12.3721520675857,-2.43416086376125,0.0372646307686928,0.550883616205412,-4.65146683917723,"Tet2","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-1.01227448257335,6.49222120737405,-1.68626997710123,0.125411207776836,0.713276244230753,-4.81107393827843,"Egfl7","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-1.18513534418923,11.3197757783047,-2.19540941142185,0.0552293306736907,0.550883616205412,-5.02197914024224,"Adgre1","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.324977904056727,10.31454977908,-2.14793769389678,0.0596992384822055,0.550883616205412,-5.05467989881154,"Cd86","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.389910210326294,9.6572161252499,-1.95708465213102,0.0814470325960843,0.550883616205412,-5.09497223503505,"Nek2","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.428784874285309,9.84102526494831,1.9752241754287,0.0790922216011573,0.550883616205412,-5.11766990167576,"Bbc3","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.498385901916382,14.2273350307193,1.96197124055908,0.080806213228149,0.550883616205412,-5.21475713149442,"Cd40","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.302878555955699,10.2353581218804,-1.94704618267048,0.0827785912718675,0.550883616205412,-5.33965575906472,"Cdca8","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.464898892659756,11.9588627680954,1.91750244453611,0.0868178576267251,0.550883616205412,-5.48782645972464,"Bcl10","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.899838936819965,11.3914680224017,-1.90132633524076,0.0891075072040227,0.550883616205412,-5.54687854069976,"Jchain","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.449509742304015,11.697385347861,-1.88958425914847,0.0908049916822108,0.550883616205412,-5.5570449724203,"Ffar2","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.391510323445317,7.27546791521329,-0.900606372639847,0.390846930257533,0.992461879827759,-5.82282030068178,"Gzma","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.279993977930802,14.3486240694485,1.49256139478577,0.169149460716571,0.811364863107054,-5.88498959841986,"Tcf3","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.563871625245017,14.1127022986762,1.49156422453619,0.169405850538836,0.811364863107054,-5.88817593695522,"Cd83","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.353213681329677,15.9269769858763,1.22909064489741,0.249656938348323,0.946615891237392,-5.94883124269746,"Fcer2a","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.378657232171486,7.61991432658815,0.77951155401002,0.455334091541189,0.992461879827759,-5.97029169350901,"Ngp","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.465501124916393,12.4424713953135,1.56234271584855,0.152034527153133,0.811364863107054,-5.97439226348104,"Cd4","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.258649795447448,5.61278528184741,-0.346445299974069,0.736828645857809,0.992461879827759,-5.99198517524003,"Foxp3","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.313730561541959,7.10873298568607,-0.540502839730146,0.601735588309105,0.992461879827759,-6.01812745118702,"Ctcfl","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.338681905282366,14.7269749280945,1.28978825830441,0.228715774376526,0.904918933402775,-6.06231837348161,"Ifi30","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.382990521872857,13.8696359032097,-1.32370054940085,0.217665563680648,0.900343922497224,-6.15566435646352,"Cd38","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.212008625673404,10.5241209004537,-1.40154079572113,0.19399377678939,0.882671684391726,-6.16840390000354,"Pola1","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.285626818666794,10.1440342094486,1.35341013312209,0.208356864675163,0.900343922497224,-6.17257939749755,"Cd3d","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.389867688185004,7.82698866825718,-0.360656895583033,0.726528197834712,0.992461879827759,-6.1866811986597,"Cox6a2","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.192838567932526,8.51133939053356,0.654531849399081,0.528849788852683,0.992461879827759,-6.22658209268079,"Ncr1","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.415541843488221,8.67132635856227,-0.678000535746616,0.514521337008434,0.992461879827759,-6.23516131045189,"Rgs13","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.318491596560996,8.46546481161128,-0.436964301411552,0.672251115637975,0.992461879827759,-6.27873227900554,"Pfn2","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.250443241392464,17.4896755180816,0.686102955668323,0.509629797769796,0.992461879827759,-6.2965891736724,"Ighd","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.583032182065388,9.48887170412769,0.977496743963779,0.353416397707037,0.992461879827759,-6.30546831011076,"Cd8a","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.329872140198603,15.309137142681,0.987986549240315,0.348521492542515,0.992461879827759,-6.33313910539117,"Mcl1","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.223865629141786,9.17613418804655,0.84728459032606,0.418410436858079,0.992461879827759,-6.34223020601163,"Scn8a","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.0625282545153487,8.49522959227308,-0.0600560840407676,0.953400078391641,0.992461879827759,-6.344413240817,"Cd209b","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.213358457459743,8.38149517203612,-0.188752465309196,0.85440015404245,0.992461879827759,-6.34542224478203,"Mmp12","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.238383706624013,11.8915618225563,1.20017215786824,0.260172752808614,0.947028820223356,-6.45478786851847,"Bcr","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.241161197357641,16.1363518380412,0.688676130430131,0.508082315318133,0.992461879827759,-6.46139600847065,"Cr2","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.193433298884917,13.5276703847812,1.08488141188711,0.305683618089097,0.992461879827759,-6.46983023285703,"Trp53","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.0292547096168789,8.69564336569087,0.076702187692928,0.940508714172391,0.992461879827759,-6.48102212325667,"Tnfsf11","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.149219153539979,14.1202490824439,0.98909264030794,0.348008302067666,0.992461879827759,-6.49806983732621,"Prkar1a","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.0643565508511035,9.12206983795641,0.168283521445741,0.870015195020522,0.992461879827759,-6.52823255936966,"Siglech","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.0537984783937304,8.96270813922936,-0.0518723474371384,0.959743356316954,0.992461879827759,-6.52852546966705,"S100a9","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.241226146929671,15.7621478695734,-0.628988697894073,0.544711835813799,0.992461879827759,-6.54588919176834,"Cd72","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.116087621272918,16.8380896106353,0.262661412672994,0.798620254057214,0.992461879827759,-6.5772785378602,"Cd19","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.0552708538605753,9.05937712625845,0.20184690560975,0.844445313607365,0.992461879827759,-6.58201893922975,"Dnmt3b","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.137208959265037,8.56201250051764,0.174572034309084,0.865211244904323,0.992461879827759,-6.60667253771047,"Ccl19","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.134889381071094,16.5833688934859,-0.302379032662388,0.769112728863658,0.992461879827759,-6.61451623410417,"Cd22","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.129677683775977,9.45180335729543,0.0975427097985297,0.924395198757534,0.992461879827759,-6.63646169576365,"Ankrd33b","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.302962848592053,10.3139077758084,-0.855848296361517,0.413895036917864,0.992461879827759,-6.6783147297822,"Otub2","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.0391306098417399,9.39203667812918,-0.0896807668467939,0.930470065793025,0.992461879827759,-6.68955387039846,"Pmaip1","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.155692008368311,11.2134763043336,-0.968806664831879,0.357509862064394,0.992461879827759,-6.72489797377263,"Akap12","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.205537454902936,13.2702450020285,0.827128261336389,0.42917171844575,0.992461879827759,-6.76081642690503,"Ep300","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.158949088508436,9.71482758841151,-0.232439730425264,0.82130373681042,0.992461879827759,-6.77565710949306,"Gpsm2","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.0426660147604618,9.53398289276655,-0.113478891355998,0.912097684080177,0.992461879827759,-6.79979326877399,"Serpinb6b","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.186163923488072,12.2926247954939,0.828907342343486,0.428214358462682,0.992461879827759,-6.80334623258683,"Trac","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.18424176980913,10.8163308920389,0.754395709480697,0.469549419909185,0.992461879827759,-6.86219287812471,"Map3k14","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.0721645178194787,9.76199811418066,-0.195952506306064,0.848922953619279,0.992461879827759,-6.86403272587478,"Ezh2","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.122366457371816,11.4772231839892,-0.770452687955638,0.460428407326045,0.992461879827759,-6.89731766655445,"Rrm1","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.122068132339098,13.5156555740564,0.585332984046478,0.572451069454058,0.992461879827759,-6.90768383732058,"Brd4","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
-0.130259712492473,10.2537972300759,-0.64100692444993,0.53721426379541,0.992461879827759,-6.91566731720825,"Cxcl10","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.0872595949235251,14.2115347309242,0.180230294577446,0.860893734129153,0.992461879827759,-6.95230863385432,"H2-Q6","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.0547270430372393,9.94495165158447,0.251770144103958,0.806773251163245,0.992461879827759,-6.95537543920869,"Tifa","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.0248266083772837,9.84535746083545,0.103179152557394,0.920043111304565,0.992461879827759,-6.96851746288175,"Bmi1","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
0.0797271806244009,10.5936993810508,0.546552152012004,0.597738012540632,0.992461879827759,-6.9692494187852,"Ppt1","Not Significant","B cells","KOvsCTRL","Default","MERSCOPE"
